input1;input2;target
6677;4890;11567
9863;6756;16619
2876;221;3097
1662;7541;9203
5864;6581;12445
3712;9482;13194
7969;3649;11618
929;6587;7516
5868;8965;14833
4667;9382;14049
434;9615;10049
8410;432;8842
1466;5871;7337
2789;6051;8840
6629;455;7084
6550;4940;11490
3315;9320;12635
6131;9027;15158
1741;4977;6718
8562;9622;18184
7259;8509;15768
4629;3405;8034
6716;1110;7826
9123;1855;10978
4201;8438;12639
3523;9242;12765
403;1203;1606
7578;7346;14924
9076;8087;17163
4097;1013;5110
744;4810;5554
5946;2912;8858
2468;2364;4832
1699;1971;3670
8060;1383;9443
2515;9205;11720
7987;13;8000
1132;5329;6461
4188;3183;7371
4318;7809;12127
9303;6460;15763
2946;8547;11493
2033;3583;5616
3701;3317;7018
1574;3428;5002
3876;5111;8987
2599;8243;10842
7795;115;7910
9759;1954;11713
9884;2268;12152
7025;1845;8870
223;302;525
1802;3464;5266
2220;2594;4814
6017;6291;12308
332;5450;5782
3702;9879;13581
7708;8923;16631
9406;7272;16678
6824;4876;11700
5454;7226;12680
1350;8359;9709
5767;9890;15657
6761;2143;8904
5772;3631;9403
8670;6621;15291
5447;4172;9619
7762;7994;15756
3136;7292;10428
1625;495;2120
7502;7397;14899
8945;5959;14904
9709;46;9755
5410;6738;12148
1868;2127;3995
9573;8862;18435
6784;4207;10991
3852;2628;6480
1040;2348;3388
4778;9956;14734
7658;8876;16534
1704;105;1809
8668;6985;15653
9900;9207;19107
5412;1227;6639
5641;9326;14967
7384;726;8110
5027;6227;11254
955;7518;8473
6092;1223;7315
9119;3622;12741
8156;8884;17040
9506;7186;16692
7044;830;7874
347;2567;2914
7053;4591;11644
5528;7805;13333
4857;7950;12807
654;6741;7395
8334;2348;10682
3204;1196;4400
3478;568;4046
1752;4469;6221
6721;8853;15574
3599;6025;9624
1114;5505;6619
6867;7649;14516
1456;4817;6273
198;2309;2507
5764;431;6195
2849;6907;9756
5337;7940;13277
8527;4235;12762
4413;7918;12331
23;7860;7883
5348;9711;15059
6745;4804;11549
6992;4712;11704
3189;3850;7039
5287;9033;14320
2803;1031;3834
1781;3855;5636
4189;4742;8931
6447;2870;9317
292;446;738
5054;7135;12189
9411;2855;12266
8050;2808;10858
8896;7948;16844
1460;9314;10774
2553;2432;4985
4605;9276;13881
5380;8030;13410
3121;2128;5249
5775;1407;7182
3075;3555;6630
4307;1266;5573
3281;3871;7152
9610;4887;14497
929;5425;6354
5163;5732;10895
7695;9360;17055
6361;1956;8317
3645;4263;7908
9028;3147;12175
6136;409;6545
5696;9492;15188
3560;1830;5390
8698;1249;9947
880;1566;2446
989;6970;7959
2668;7036;9704
5639;9833;15472
6215;5276;11491
7655;4086;11741
2075;5183;7258
496;4749;5245
5340;5491;10831
5339;3707;9046
1194;7890;9084
6410;9199;15609
9121;5430;14551
9841;5732;15573
9605;7876;17481
3842;5277;9119
2842;495;3337
7679;1442;9121
7470;2853;10323
2848;3401;6249
9353;7683;17036
8001;9600;17601
6969;8340;15309
1845;8588;10433
5581;1172;6753
1184;1179;2363
8910;6997;15907
3658;3625;7283
4875;3531;8406
3780;8982;12762
3954;8590;12544
1017;8065;9082
6532;1350;7882
7770;903;8673
9807;2603;12410
3538;8640;12178
7203;5042;12245
558;3430;3988
5209;6200;11409
3504;7540;11044
5428;9125;14553
4806;930;5736
7472;8751;16223
1169;1272;2441
1504;3885;5389
6548;2156;8704
4232;4591;8823
7936;717;8653
6580;6646;13226
1609;4150;5759
2616;7781;10397
7578;5753;13331
7773;9497;17270
3191;3108;6299
7689;1685;9374
1513;8282;9795
389;5726;6115
6818;3169;9987
7405;1611;9016
9751;1914;11665
1211;6227;7438
7002;505;7507
2502;5257;7759
417;9767;10184
136;5380;5516
587;109;696
9340;1753;11093
965;3880;4845
9064;2109;11173
5157;1394;6551
9686;7072;16758
4481;8793;13274
2782;887;3669
9538;6815;16353
9663;5646;15309
6223;3890;10113
3705;5694;9399
2361;2635;4996
2755;1235;3990
5434;2667;8101
3957;8602;12559
6184;4144;10328
7624;27;7651
4398;8931;13329
4603;2575;7178
5037;8217;13254
1348;6326;7674
4341;4854;9195
1630;6271;7901
6751;390;7141
6653;6432;13085
3444;305;3749
8118;4599;12717
6030;3992;10022
2188;6726;8914
5917;2019;7936
855;3843;4698
8216;6935;15151
3759;8842;12601
4805;7871;12676
6740;7189;13929
5362;909;6271
1145;4710;5855
5546;3568;9114
2972;4613;7585
4388;6034;10422
4360;4123;8483
609;9690;10299
407;8550;8957
6681;9604;16285
3921;3142;7063
6289;392;6681
7782;7638;15420
5728;2684;8412
3320;3239;6559
1440;4016;5456
4822;6293;11115
7298;7644;14942
275;7561;7836
594;2129;2723
5580;8696;14276
8813;4514;13327
1380;9751;11131
9604;6700;16304
9528;2797;12325
5255;4655;9910
887;3956;4843
4984;5597;10581
3128;3275;6403
6477;9824;16301
627;1588;2215
9449;6211;15660
1759;4333;6092
7830;7280;15110
2;4546;4548
3356;890;4246
2067;45;2112
7429;5818;13247
4688;7420;12108
2471;6448;8919
582;5415;5997
7930;4951;12881
4655;7319;11974
1571;750;2321
5007;4436;9443
2891;2637;5528
5764;9572;15336
6564;1770;8334
3710;6964;10674
6972;627;7599
7604;7764;15368
4259;1720;5979
6060;8778;14838
8602;6038;14640
8679;9920;18599
1085;7561;8646
7304;5388;12692
9290;9919;19209
4730;8259;12989
4080;6569;10649
9497;8921;18418
9189;4356;13545
8461;9422;17883
8836;8098;16934
7087;8677;15764
5386;3263;8649
2622;3277;5899
618;9577;10195
1026;4020;5046
3812;3501;7313
4173;4811;8984
1304;3034;4338
2643;3223;5866
4460;6582;11042
4225;4405;8630
9663;6706;16369
3829;6894;10723
5018;763;5781
5557;2692;8249
3821;556;4377
5564;8112;13676
8073;9696;17769
5962;5035;10997
1074;6965;8039
6176;1834;8010
4856;7511;12367
8376;2372;10748
2883;8330;11213
9257;1457;10714
4997;302;5299
2723;4656;7379
6237;1684;7921
9854;8061;17915
5161;5282;10443
88;1208;1296
6375;3849;10224
3954;8818;12772
4677;3010;7687
8927;3394;12321
5726;2896;8622
1010;6421;7431
6821;2908;9729
7762;3325;11087
8663;8947;17610
7871;397;8268
3392;2800;6192
2081;8773;10854
3971;9914;13885
6923;8534;15457
4155;7428;11583
3811;9601;13412
2672;6687;9359
7194;3722;10916
4749;2147;6896
8067;5395;13462
9863;6015;15878
5892;361;6253
2900;1648;4548
9506;559;10065
5733;1440;7173
6149;6317;12466
7481;2972;10453
4334;8594;12928
6042;3757;9799
4552;2353;6905
5021;4726;9747
446;4864;5310
5389;2894;8283
9310;1541;10851
4147;2145;6292
4072;9823;13895
8294;3384;11678
6800;3767;10567
870;744;1614
7889;1296;9185
8427;741;9168
8621;9086;17707
9443;5214;14657
4171;6117;10288
8714;3386;12100
8279;3939;12218
9540;7123;16663
5016;6945;11961
4522;8081;12603
7263;9388;16651
2573;6365;8938
9640;2562;12202
595;9981;10576
4856;1944;6800
7803;4867;12670
9576;7552;17128
2714;9018;11732
6995;5432;12427
9697;9518;19215
9248;7917;17165
1207;9956;11163
2672;5974;8646
1301;3157;4458
3367;2750;6117
4092;6788;10880
3081;3370;6451
861;6545;7406
5870;271;6141
5587;1597;7184
1179;7180;8359
1294;3100;4394
6588;8406;14994
6851;9316;16167
3378;2498;5876
3784;9790;13574
2936;3577;6513
889;6927;7816
6696;8440;15136
6605;5115;11720
8528;404;8932
5760;4370;10130
8260;1030;9290
4676;6988;11664
9347;2076;11423
7805;3710;11515
6330;177;6507
1575;8690;10265
1054;7828;8882
1607;5570;7177
5248;2071;7319
2267;8312;10579
21;663;684
9947;4277;14224
7063;7780;14843
4978;5337;10315
3300;4202;7502
900;3164;4064
8251;3481;11732
695;575;1270
7119;6345;13464
1756;5890;7646
889;5125;6014
5853;481;6334
8744;9753;18497
4910;3906;8816
3534;9666;13200
2791;2863;5654
7060;6926;13986
2323;4276;6599
3572;3401;6973
6006;9110;15116
3171;5550;8721
6375;6560;12935
2828;2463;5291
2675;6046;8721
203;7256;7459
1466;3122;4588
9916;3197;13113
5295;672;5967
8148;6592;14740
7048;1081;8129
5077;7069;12146
4584;5033;9617
6701;5417;12118
3325;2518;5843
8821;3666;12487
7663;2899;10562
5403;1136;6539
6757;5595;12352
8087;9074;17161
5983;3429;9412
7147;8816;15963
8162;8269;16431
4724;6292;11016
4893;5559;10452
502;1897;2399
49;7420;7469
3252;9533;12785
8791;4098;12889
4171;4111;8282
1470;4206;5676
5305;1215;6520
4759;9569;14328
5550;5616;11166
3857;2944;6801
5906;9641;15547
6980;7805;14785
627;4996;5623
3588;9542;13130
4388;5794;10182
7969;3550;11519
2217;1041;3258
2605;6509;9114
5976;9867;15843
7815;1623;9438
7119;7538;14657
6348;2289;8637
8918;8510;17428
8675;8864;17539
3763;8098;11861
6208;8076;14284
1198;6876;8074
2830;190;3020
117;7488;7605
9879;6104;15983
1826;4726;6552
821;9641;10462
6439;8260;14699
9673;4101;13774
7048;4616;11664
8394;6849;15243
5715;9686;15401
145;6143;6288
7348;4322;11670
3386;2588;5974
9248;769;10017
6048;4545;10593
5727;4241;9968
8920;6893;15813
6649;7795;14444
9614;6684;16298
5310;3167;8477
7129;2727;9856
4767;4969;9736
6471;6841;13312
9328;1199;10527
822;9463;10285
5998;5612;11610
2043;563;2606
7571;9521;17092
3845;2822;6667
6612;9305;15917
3105;6020;9125
7138;1803;8941
2588;9234;11822
2109;2287;4396
9162;9719;18881
62;5245;5307
8798;1426;10224
5634;8408;14042
9820;4161;13981
6827;6973;13800
5483;5096;10579
4919;1933;6852
1788;6393;8181
1863;7098;8961
7584;7638;15222
5842;3907;9749
7407;6370;13777
8381;1253;9634
8863;4627;13490
1651;8099;9750
5946;4924;10870
7494;1020;8514
2480;2654;5134
2974;7535;10509
5029;8347;13376
9093;9928;19021
2634;8719;11353
831;3350;4181
6087;9647;15734
3868;8814;12682
2145;9295;11440
134;691;825
8421;9624;18045
9320;6551;15871
1998;6773;8771
9114;6112;15226
3775;1019;4794
9139;5465;14604
989;762;1751
6570;4748;11318
9844;8227;18071
8476;138;8614
3304;1438;4742
7635;8428;16063
4401;5644;10045
5394;8102;13496
8380;5831;14211
8436;3764;12200
2654;5316;7970
6463;1239;7702
644;9038;9682
8634;7973;16607
6902;1125;8027
3568;7422;10990
7586;9076;16662
325;2690;3015
7379;2636;10015
3536;1502;5038
4287;7560;11847
6451;1106;7557
4563;283;4846
9620;8639;18259
4945;112;5057
1032;1604;2636
6171;3582;9753
3304;7017;10321
8396;6489;14885
8233;5271;13504
3172;3340;6512
4828;9838;14666
541;6786;7327
5268;3594;8862
8578;6541;15119
3009;3525;6534
9567;2882;12449
1188;2492;3680
7597;7965;15562
6514;1539;8053
7479;5731;13210
3397;9112;12509
5685;5191;10876
6309;9796;16105
9898;3939;13837
1528;1442;2970
3498;5972;9470
3953;3137;7090
4916;5669;10585
7192;7336;14528
9717;8153;17870
2263;3379;5642
5606;6058;11664
5891;8853;14744
7008;4819;11827
7878;4375;12253
2660;7065;9725
7023;3987;11010
3159;6493;9652
4625;7800;12425
5100;6787;11887
1713;8438;10151
3705;9397;13102
6936;3968;10904
3255;4093;7348
9725;7807;17532
9311;9245;18556
1351;7920;9271
9809;9873;19682
753;2397;3150
3983;3367;7350
4560;9805;14365
4463;5251;9714
8222;6733;14955
6531;9765;16296
8556;3912;12468
427;4339;4766
8726;3849;12575
4672;145;4817
3897;4526;8423
554;4757;5311
5355;8521;13876
538;4115;4653
1728;4868;6596
4706;6885;11591
5527;7934;13461
772;4576;5348
8620;9320;17940
9271;7731;17002
4714;4559;9273
4805;6072;10877
8034;5549;13583
6756;5999;12755
1952;6142;8094
6440;8884;15324
7269;2207;9476
450;2800;3250
9807;7085;16892
3225;3707;6932
6267;6271;12538
6553;2620;9173
187;6690;6877
9385;470;9855
1055;8486;9541
8983;386;9369
499;3391;3890
3262;2723;5985
6241;448;6689
371;3503;3874
2795;1076;3871
9765;3200;12965
7776;2991;10767
5544;2898;8442
4329;2171;6500
2499;1916;4415
4037;3162;7199
729;7118;7847
2459;3933;6392
9546;7070;16616
1036;8631;9667
3598;829;4427
4056;4747;8803
5201;3606;8807
6355;6272;12627
9949;5068;15017
6163;3977;10140
8369;7096;15465
7027;7508;14535
6672;504;7176
8714;7320;16034
5913;5023;10936
7902;1988;9890
1162;3026;4188
4962;4020;8982
9716;1558;11274
104;3172;3276
9890;6767;16657
2091;7168;9259
9359;7419;16778
5233;5482;10715
2825;6254;9079
5261;9295;14556
1006;6427;7433
9816;3500;13316
4890;6213;11103
5511;9548;15059
7685;3383;11068
9033;7178;16211
7569;9837;17406
9680;8971;18651
9697;7396;17093
6118;8698;14816
6375;3330;9705
5180;8345;13525
9844;6417;16261
6408;9408;15816
4688;1437;6125
5613;1626;7239
7233;5070;12303
1479;9252;10731
6225;7517;13742
8225;7223;15448
9553;4028;13581
8609;4602;13211
8304;1008;9312
1789;5751;7540
63;5731;5794
7326;8050;15376
5326;7755;13081
9670;3448;13118
6536;4253;10789
3793;3471;7264
6013;150;6163
2887;2966;5853
2736;6395;9131
2537;6132;8669
9032;6116;15148
9060;95;9155
2490;8604;11094
3384;2915;6299
9368;7436;16804
7361;3238;10599
792;5647;6439
6;6791;6797
7124;290;7414
7094;5820;12914
9848;247;10095
6109;5954;12063
2541;266;2807
6215;2918;9133
3326;9859;13185
7540;5094;12634
187;9765;9952
4519;9849;14368
5080;9519;14599
9492;2967;12459
8363;8191;16554
7123;8942;16065
4417;7459;11876
6970;2205;9175
4136;4775;8911
8697;7249;15946
3214;2107;5321
7169;1039;8208
1329;4392;5721
3516;3493;7009
5219;178;5397
9236;6948;16184
3336;2681;6017
9804;7175;16979
7860;4839;12699
2473;8979;11452
1527;6637;8164
7714;985;8699
7423;667;8090
7258;5823;13081
7786;6903;14689
4858;771;5629
3493;4277;7770
6165;6168;12333
2025;6191;8216
8472;9013;17485
9553;398;9951
3726;4964;8690
3768;5938;9706
3223;3843;7066
5983;4365;10348
2653;789;3442
7676;7179;14855
7670;3732;11402
4527;4781;9308
8590;6077;14667
6405;8347;14752
2109;2983;5092
8117;3188;11305
6609;303;6912
5597;1489;7086
2125;75;2200
7031;8775;15806
6083;666;6749
1288;6731;8019
1493;3035;4528
4934;1806;6740
6644;6685;13329
5477;6784;12261
9911;6287;16198
5473;6233;11706
6140;7905;14045
6717;3339;10056
8110;5109;13219
1297;8080;9377
8595;2791;11386
2863;6809;9672
5663;6236;11899
6511;75;6586
6311;7924;14235
1873;4099;5972
7251;1571;8822
132;7629;7761
5439;8205;13644
293;4343;4636
9168;5174;14342
8212;4910;13122
3929;4708;8637
5312;558;5870
3173;2351;5524
7915;7341;15256
3508;1721;5229
9518;2679;12197
8011;7402;15413
4489;3943;8432
1135;3377;4512
9873;9950;19823
852;1703;2555
2349;4731;7080
2071;8737;10808
8300;6082;14382
6402;6650;13052
6714;3026;9740
8796;292;9088
9211;3556;12767
6868;9205;16073
9604;7109;16713
8648;6879;15527
1559;6426;7985
9542;1192;10734
6102;8219;14321
4148;7764;11912
7512;6007;13519
680;7364;8044
2015;2730;4745
3613;3403;7016
9465;4819;14284
5222;1232;6454
2382;869;3251
3085;7236;10321
9005;9216;18221
7710;8873;16583
2004;8029;10033
9604;7867;17471
683;7330;8013
8719;3942;12661
2732;1210;3942
1892;2429;4321
7235;448;7683
1258;5124;6382
1005;7587;8592
4201;9122;13323
5488;4789;10277
6172;1270;7442
2239;2262;4501
9429;6249;15678
7828;737;8565
7026;6015;13041
9403;8278;17681
6508;7817;14325
2284;9740;12024
7250;4187;11437
3771;8530;12301
9435;8446;17881
9388;2528;11916
9628;7078;16706
9360;2256;11616
6981;160;7141
4996;2397;7393
7734;6717;14451
2984;9239;12223
1657;8466;10123
8232;2773;11005
1486;634;2120
9313;6615;15928
3194;2643;5837
7869;3049;10918
2234;8768;11002
4184;9631;13815
3601;349;3950
5431;2867;8298
7962;6309;14271
3471;9211;12682
9481;3910;13391
1256;6638;7894
6151;1319;7470
8800;9302;18102
3864;9741;13605
581;7049;7630
8686;2314;11000
3343;3776;7119
5985;8858;14843
2143;6250;8393
7684;1129;8813
7030;676;7706
5075;4996;10071
8338;7534;15872
1294;2537;3831
5625;9452;15077
8666;2328;10994
4522;3258;7780
9669;2116;11785
1763;7520;9283
5564;608;6172
8690;2751;11441
2724;6359;9083
9446;7414;16860
5317;1037;6354
7195;1744;8939
3108;900;4008
8148;1410;9558
6592;4563;11155
5632;5408;11040
3187;9441;12628
1770;8047;9817
4580;6603;11183
272;2560;2832
6089;1003;7092
8236;5260;13496
170;1707;1877
8285;7621;15906
5050;9750;14800
9384;4049;13433
5436;8440;13876
8229;1771;10000
6335;5407;11742
1319;9176;10495
1681;3666;5347
6310;9123;15433
7598;2056;9654
5769;9500;15269
1356;8802;10158
6383;8556;14939
1288;1333;2621
3908;8181;12089
9019;5451;14470
8729;8768;17497
6445;9911;16356
7651;3167;10818
8494;7498;15992
1361;6019;7380
8758;4962;13720
9929;8581;18510
1240;2317;3557
2003;5844;7847
9452;8246;17698
5392;3003;8395
6900;6395;13295
1292;280;1572
6690;3697;10387
2299;1122;3421
9928;630;10558
6253;3301;9554
1026;4815;5841
9887;2818;12705
9340;3065;12405
8162;256;8418
2715;4261;6976
3701;4071;7772
9973;9577;19550
3411;731;4142
7395;1291;8686
4946;987;5933
1212;8066;9278
5745;1806;7551
1561;2635;4196
5860;5584;11444
7540;5053;12593
915;2948;3863
9200;9337;18537
7876;1269;9145
4916;9604;14520
4672;2499;7171
2583;1626;4209
2129;5345;7474
5861;3287;9148
5761;9504;15265
2904;1950;4854
2652;9134;11786
8981;5752;14733
5353;6525;11878
4160;3157;7317
8924;6215;15139
9289;7689;16978
1798;8291;10089
7046;8807;15853
9197;6277;15474
3794;7657;11451
5891;4550;10441
6655;6222;12877
7582;2532;10114
5548;4308;9856
3924;4261;8185
9458;1551;11009
5873;8101;13974
7179;3209;10388
2719;1214;3933
3655;6559;10214
527;5114;5641
1919;6008;7927
4102;5785;9887
6702;3065;9767
664;5938;6602
4602;1931;6533
9631;827;10458
1224;8511;9735
622;2009;2631
3821;7091;10912
74;8797;8871
8772;387;9159
1890;2330;4220
3357;8849;12206
1273;6168;7441
2248;5520;7768
8459;3845;12304
4905;8807;13712
545;4800;5345
9130;5074;14204
3643;6463;10106
8279;8678;16957
8673;9795;18468
2780;678;3458
5997;8586;14583
2903;131;3034
7357;2356;9713
9839;9520;19359
8574;5491;14065
3130;5935;9065
6400;8474;14874
4372;3689;8061
6598;419;7017
5776;3880;9656
8883;2956;11839
2133;9725;11858
1698;2871;4569
215;4503;4718
898;2814;3712
128;7311;7439
4252;5095;9347
7621;1154;8775
8591;1814;10405
3455;4201;7656
718;5674;6392
6171;2027;8198
5711;9391;15102
8133;154;8287
4794;9355;14149
3346;6533;9879
6926;7843;14769
4369;9984;14353
2878;2454;5332
4880;9155;14035
7984;781;8765
4453;236;4689
9710;224;9934
8800;251;9051
6589;6019;12608
506;7907;8413
2168;5782;7950
5991;3938;9929
465;1180;1645
8294;5984;14278
350;2615;2965
4636;3688;8324
6541;8592;15133
468;7163;7631
1942;3913;5855
8799;8826;17625
6571;4792;11363
4027;4410;8437
6237;3299;9536
6765;986;7751
7329;8976;16305
5394;3773;9167
6141;3774;9915
503;5331;5834
2806;9956;12762
3779;4870;8649
104;795;899
592;5318;5910
1104;3749;4853
2882;5325;8207
4174;8720;12894
12;9110;9122
5647;3198;8845
9191;4786;13977
6294;102;6396
7395;3681;11076
5217;46;5263
2842;9639;12481
1960;5725;7685
6216;7415;13631
770;146;916
6177;3093;9270
3955;7474;11429
5621;3874;9495
6057;2595;8652
5745;710;6455
1778;9471;11249
2610;570;3180
7232;5721;12953
911;1923;2834
7223;4066;11289
6525;4892;11417
5176;4809;9985
4019;784;4803
8175;7555;15730
1939;827;2766
2906;8308;11214
4264;5390;9654
6659;4512;11171
6711;9752;16463
4861;6918;11779
5195;7571;12766
5022;4984;10006
9783;8950;18733
7576;8249;15825
7005;251;7256
6446;1608;8054
8092;6083;14175
2646;5094;7740
3562;7319;10881
3894;2418;6312
7211;9103;16314
4792;1512;6304
7582;8588;16170
3907;5835;9742
3634;9356;12990
6550;2661;9211
7189;4896;12085
2007;8218;10225
6432;6887;13319
757;7304;8061
7176;2778;9954
5861;8139;14000
2534;2300;4834
2292;4787;7079
6923;5468;12391
4565;5726;10291
6425;4684;11109
8688;5843;14531
5481;4429;9910
4244;6521;10765
